business_name,website,email,phone,whatsapp,country_code,city,niche,platform,instagram_handle,facebook_url,score,status,priority,enrichment_status,first_source,created_at,last_enrichment_attempt_at,notes
Blink,https://www.blink.com.kw/,info@blink.com.kw,+96594448638,,KW,,"onlineStore, inStore",shopify,blinkcomkw,https://facebook.com/BlinkKuwait,85,new,warm,completed,tabby,"2026-06-20 23:16:43",,
Chips,https://chipsorders.com/,info@chipsorders.com,22289111,,KW,,"onlineStore, inStore",,chipspage,https://facebook.com/chipspagekwt,75,new,warm,completed,tabby,"2026-06-20 23:16:43",,
"Ooredoo Kuwait",https://store.ooredoo.com.kw/,info@store.ooredoo.com.kw,,96566300121,KW,,onlineStore,magento,OoredooKuwait,https://facebook.com/OoredooKuwait,85,new,warm,completed,tabby,"2026-06-20 23:16:44",,
Gait,https://gait.com.kw/,info@gait.com.kw,1891033,9651891033,KW,,onlineStore,magento,gaitkuwait,https://facebook.com/gaitkuwait,85,new,warm,completed,tabby,"2026-06-20 23:16:44",,
"Kuwait Ways",https://www.kuwaitways.com.kw/,info@kuwaitways.com.kw,,,KW,,"onlineStore, inStore",,kuwait.ways,https://facebook.com/profile.php,70,new,warm,completed,tabby,"2026-06-20 23:16:44",,
Shrwaa,https://shrwaa.com/,info@shrwaa.com,,,KW,,"onlineStore, inStore",,shrwaa.online,,70,new,warm,completed,tabby,"2026-06-20 23:16:44",,
"Gulf Store ",https://gulfstore.com/,info@gulfstore.com,+9651800881,,KW,,onlineStore,shopify,,,80,new,warm,completed,tabby,"2026-06-20 23:16:44",,
WiBi,https://wibi.com.kw,info@wibi.com.kw,+965-1800053,9651800053,KW,,onlineStore,shopify,wibi.com.kw,https://facebook.com/wibi.com.kw,85,new,warm,completed,tabby,"2026-06-20 23:16:44",,
ALEZAY,http://www.alezay.com,info@alezay.com,+96522401116,96594957654,KW,,"onlineStore, inStore",woocommerce,alezay.kwt,https://facebook.com/ALEZAY.PCC,85,new,warm,completed,tabby,"2026-06-20 23:16:44",,
"Adawliah Electronics",https://www.adawliahstore.com/,info@adawliahstore.com,+96522064500,96598072912,KW,,"onlineStore, inStore",woocommerce,adawliah,https://facebook.com/sharer/sharer.php,85,new,warm,completed,tabby,"2026-06-20 23:16:44",,
kokonano,https://kokonano.com/,info@kokonano.com,"+965) 50240403",96550240403,KW,,onlineStore,,kokonano.kw,https://facebook.com/legal/terms/update,75,new,warm,completed,tabby,"2026-06-20 23:16:45",,
Rehlat,https://www.rehlat.com,info@rehlat.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:45",,
Emarket,https://www.emarketkw.com/,info@emarketkw.com,"+965 1811 115",9651811115,KW,,onlineStore,,,,70,new,warm,completed,tabby,"2026-06-20 23:16:45",,
"Al Mutawa Pharmacy",https://www.almutawapharmacies.com.kw/,info@almutawapharmacies.com.kw,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:45",,
"Next Store",https://www.nextstore.com.kw/,info@nextstore.com.kw,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:45",,
"Phone Logo for phones",https://www.phonelogo.com/,info@phonelogo.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:45",,
"IT Care",https://itcare.com/,info@itcare.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:45",,
"Spirit Health Care",https://spirit.com.kw/en/,info@spirit.com.kw,,,KW,,onlineStore,,spirit_pharmacies,https://facebook.com/spirit.pharmacies,70,new,warm,completed,tabby,"2026-06-20 23:16:45",,
"Sanam Store",https://www.sanamstore.net,info@sanamstore.net,+96598714299,96599330508,KW,,"onlineStore, inStore",,sanam_tools,https://facebook.com/Sanam-Store-115014883743809,75,new,warm,completed,tabby,"2026-06-20 23:16:45",,
ABYAT,https://www.abyat.com/kw/en/,info@abyat.com,+9651848000,9651848000,KW,,onlineStore,,abyatkuwait,https://facebook.com/abyatkuwait,75,new,warm,completed,tabby,"2026-06-20 23:16:45",,
"Al Sharq Jewellery",https://alsharqq.com/,info@alsharqq.com,+96565886651,96560772111,KW,,"onlineStore, inStore",shopify,alsharq_jewllery,,85,new,warm,completed,tabby,"2026-06-20 23:16:46",,
Webstore,https://webstoreshops.com,info@webstoreshops.com,+210987654321,,KW,,"onlineStore, inStore",shopify,webstorekw,https://facebook.com/@webstorekwt,85,new,warm,completed,tabby,"2026-06-20 23:16:46",,
"TOPADSTORE MOBILE COMPANY",https://topadstore.com/,info@topadstore.com,96566426068,96566426068,KW,,"onlineStore, inStore",,journal.framework,,75,new,warm,completed,tabby,"2026-06-20 23:16:46",,
"Danat Travels",https://www.danattravels.com/,info@danattravels.com,"+965 1888899",,KW,,"onlineStore, inStore",,danattravels,https://facebook.com/people/Danat-Travels/61555826034858,75,new,warm,completed,tabby,"2026-06-20 23:16:46",,
OpenBox,https://www.openbox-kw.com,info@openbox-kw.com,,,KW,,onlineStore,shopify,openboxkw,https://facebook.com/profile.php,80,new,warm,completed,tabby,"2026-06-20 23:16:46",,
Nars,,,,,KW,,inStore,,,,35,new,warm,completed,tabby,"2026-06-20 23:16:46",,
"Kash5a store ",https://kash5astore.com,info@kash5astore.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:46",,
"Oxygen Gyms",http://oxygengyms.com/,info@oxygengyms.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:46",,
"Care Outlet",https://care-outlet.com/,info@care-outlet.com,+966115110811,966115110811,KW,,onlineStore,,care_outlet_2022,https://facebook.com/care.outlet.ph,75,new,warm,completed,tabby,"2026-06-20 23:16:46",,
Zayoom,https://Zayoom.com,info@Zayoom.com,+96594782847,,KW,,onlineStore,shopify,zayoomkwt,https://facebook.com/zayoomkwt,85,new,warm,completed,tabby,"2026-06-20 23:16:46",,
"BURHAN ALWATANIYA TRAVEL & TOURISM",https://www.burhantrips.com/,info@burhantrips.com,,,KW,,"onlineStore, inStore",shopify,TOGELQRIS,https://facebook.com/TOGELQRIS,80,new,warm,completed,tabby,"2026-06-20 23:16:46",,
"Booking Kuwait travel & tourism",https://www.bookingkuwait.com,info@bookingkuwait.com,"+965 90979740",96597755116,KW,,onlineStore,,,,70,new,warm,completed,tabby,"2026-06-20 23:16:46",,
Giordano,https://shop.giordano.com.sa,info@shop.giordano.com.sa,8001110128,9668001110128,KW,,"onlineStore, inStore",shopify,giordanosaudi,https://facebook.com/giordanosaudi,85,new,warm,completed,tabby,"2026-06-20 23:16:46",,
"Hassan’s Optician",https://www.hassans.com/,info@hassans.com,+96522054961,,KW,,"onlineStore, inStore",magento,hassans_optician,,85,new,warm,completed,tabby,"2026-06-20 23:16:47",,
Thahab,https://thahab.com/,info@thahab.com,660722352309,,KW,,onlineStore,shopify,thahabworld,,85,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"Mogadra Travel Agency",https://m.mogadra.com/,info@m.mogadra.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"Oud Elite",https://www.oudelite.com,info@oudelite.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
SNKR,https://www.snkr.com.kw/,info@snkr.com.kw,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"Alam Alhazazy",https://alamalhazazy.com/,info@alamalhazazy.com,+966559923996,966559923996,KW,,onlineStore,,Alamalhazazy,,75,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"Uniq Watches",https://uniqwatch.net/,info@uniqwatch.net,,,KW,,onlineStore,woocommerce,,,75,new,warm,completed,tabby,"2026-06-20 23:16:47",,
wiregcc,https://wiregcc.com/,info@wiregcc.com,+96566303014,,KW,,"onlineStore, inStore",shopify,wiregcc,https://facebook.com/profile.php,85,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"Al Hokail Pharmacy",https://alhokailpharmacyonline.com/,info@alhokailpharmacyonline.com,966581324212,,KW,,onlineStore,,alhokail.pharmacy,https://facebook.com/Alhokail.pharmacy,75,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"AAW Furniture",https://aawkitchens.com/,info@aawkitchens.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
Tumi,https://tumi.com.kw/?srsltid=AfmBOoo9y96oX6uA_ACA_3lpNnBcHRt9CFOHaTy4_nlQ_bAEZd7SbSzT,info@tumi.com.kw,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"Asom Dresses",https://asom-dresses.com,info@asom-dresses.com,,555884661,KW,,onlineStore,,asom.dresses1,,75,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"BAHR GOLD",https://bahrgold.com,info@bahrgold.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
Sporter,https://www.sporter.com/en-kw/,info@sporter.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
Clara,https://clarahair.com/,info@clarahair.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
K-SECRET,https://www.ksecret.com/en/,info@ksecret.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:47",,
silver925,https://silver925sa.com/ar-kw/,info@silver925sa.com,966533555014,,KW,,onlineStore,,Silver925sa,,75,new,warm,completed,tabby,"2026-06-20 23:16:47",,
"American Tourister",https://www.americantourister.com.kw/,info@americantourister.com.kw,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Calo,https://www.calo.app/,info@calo.app,,,KW,,"onlineStore, inStore",woocommerce,calo_app,,80,new,warm,completed,tabby,"2026-06-20 23:16:48",,
sooqalkuwait,https://sooqalkuwaiti.com,info@sooqalkuwaiti.com,+96550336166,96550336166,KW,,onlineStore,woocommerce,,https://facebook.com/sharer/sharer.php,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Yasalam Travels",https://yasalamtravels.com/,info@yasalamtravels.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Libas Collective",https://www.libascollective.com,info@libascollective.com,+971544926184,,KW,,onlineStore,woocommerce,libascollective,"https://facebook.com/libascollective\",85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Diva Gym",https://divagym.me/en,info@divagym.me,+96522099981,,KW,,onlineStore,,diva_gym_kw,https://facebook.com/divagymkw,75,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Otoraat,https://otoraat.com/,info@otoraat.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Minimalist,https://www.minimalist.ae/,info@minimalist.ae,+971585675555,,KW,,"onlineStore, inStore",shopify,minimalist,https://facebook.com/minimalist,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Omnia Stores",https://omniastores.com/,info@omniastores.com,"+971 56 547 8227",971565478227,KW,,"onlineStore, inStore",woocommerce,omniastores,https://facebook.com/omniastoresuae,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"CLASSIYAH JEWELLERY",https://classiyah.com,info@classiyah.com,+971505556496,971505556496,KW,,onlineStore,shopify,classiyahjewellery,,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
2Tech,https://2techkw.com/,info@2techkw.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"AX Store",https://ax.com.kw,info@ax.com.kw,+96522204965,96522204965,KW,,onlineStore,woocommerce,axstorekw,https://facebook.com/axstorekw,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
SQUATWOLF,https://squatwolf.com/,info@squatwolf.com,,,KW,,onlineStore,shopify,squatwolf,https://facebook.com/squatwolf,80,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Karam Jewellers",https://00048d-62.myshopify.com/,info@00048d-62.myshopify.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"UAE SCOOTERS",https://www.uae-scooters.com/,info@uae-scooters.com,+971585639966,,KW,,onlineStore,shopify,,https://facebook.com/UAEscooter,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Black Shoes",https://blackshoes-store.com/,info@blackshoes-store.com,966546082161,,KW,,onlineStore,,blackshoes_store_,,75,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Seiko,https://seikokw.com/,info@seikokw.com,+96560972600,96560972600,KW,,onlineStore,woocommerce,seiko_kw,,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Clarks,https://www.clarksstores.com.kw/,info@clarksstores.com.kw,,,KW,,onlineStore,shopify,clarksshoes,https://facebook.com/ClarksShoesAE,80,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Como Travels",https://www.airhotels.com/,info@airhotels.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Hunto,https://hunto.com.sa/,info@hunto.com.sa,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Tis‘at Al-Ibda‘ Telecom",http://www.ts3at.com,info@ts3at.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Smart Eagle",https://smarteagle-ksa.com/,info@smarteagle-ksa.com,966566875470,,KW,,onlineStore,,smarteagle.sa,,75,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Watchers,https://watchersonline.shop/,info@watchersonline.shop,+971545793756,,KW,,onlineStore,shopify,watchersonlinedxb,https://facebook.com/watchers017777,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"ALNASSER JEWELLERY",https://alnasserjewellery.com/,info@alnasserjewellery.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Qortuba Furniture Co",https://qortuba.com/,info@qortuba.com,,,KW,,"onlineStore, inStore",shopify,,,75,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Le Mure Pharmacie",https://lemure-pharmacie.com/,info@lemure-pharmacie.com,966554433138,,KW,,onlineStore,,lemurepharmacie,,75,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Luca Sstore",https://Www.lucastore.net,info@Www.lucastore.net,+966511319590,966506377751,KW,,onlineStore,,Luca_store22,,75,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Bareeq Jewelry",https://bareeqkw.com/,info@bareeqkw.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Bashasaray,http://www.bashasaray.com,info@bashasaray.com,+905539111791,,KW,,onlineStore,woocommerce,bashasaray,https://facebook.com/bashasaray,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Yaya Station",https://yayastation.com/?alg_currency=KWD,info@yayastation.com,+10140-1018,971566667494,KW,,onlineStore,woocommerce,yaya.station,https://facebook.com/yayastatn,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Golds gym",https://goldsgym.com.kw/,info@goldsgym.com.kw,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Arcina Jewellery",https://arcinajewellery.shop/,info@arcinajewellery.shop,,,KW,,onlineStore,shopify,arcinajewelry,,80,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Flare Fitness",https://www.flare.fitness/,info@flare.fitness,+9651819999,9651819999,KW,,"onlineStore, inStore",,flarefitness,,75,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"arab gamers",https://arabgamers.ae/,info@arabgamers.ae,"+971 58 665 1195",971586651195,KW,,"onlineStore, inStore",shopify,arabgamers.ae,https://facebook.com/arabgamers.ae,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"24 Flight",https://24flights.com/,info@24flights.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"NJF JEWELS",https://njfjewels.com/,info@njfjewels.com,"+971 50 474 2257",971504742257,KW,,"onlineStore, inStore",shopify,njfjewels,https://facebook.com/share/1FHKYHWK4c,85,new,warm,completed,tabby,"2026-06-20 23:16:48",,
Cazasouq,https://www.cazasouq.com/,info@cazasouq.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"The Perfume Smell",https://theperfumesmell.com/,info@theperfumesmell.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:48",,
alkhadirest,https://alkhadirest.com/,info@alkhadirest.com,966532915159,,KW,,onlineStore,,alkhadirest,https://facebook.com/alkhadirest,75,new,warm,completed,tabby,"2026-06-20 23:16:48",,
"Gear Up",https://gear-up.me/kwd/,info@gear-up.me,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:49",,
LEGO,https://www.lego.me/en-kw,info@lego.me,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"AlQasr Hotels",https://alqasrhotel.com,info@alqasrhotel.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Bintalb Store",https://bintalb-store.com/,info@bintalb-store.com,966541131184,966582918681,KW,,onlineStore,,md_md901,https://facebook.com/mdmd901,75,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Magic Carpet",https://www.magicarpet.com,info@magicarpet.com,+96522286655,,KW,,"onlineStore, inStore",,magicarpet.kuwait,https://facebook.com/Magicarpet-107916215294948,75,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Leona jewelry",https://leonajewellery.com,info@leonajewellery.com,+971585751142,971585751142,KW,,"onlineStore, inStore",shopify,leona_jewelry,https://facebook.com/leonajewelryae,85,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Beyond the Beach",https://beyondthebeach.com/,info@beyondthebeach.com,+971566881213,,KW,,onlineStore,shopify,beyondthebeachstore,https://facebook.com/beyondthebeachstore,85,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Perfume Oasis",https://perfumeoasis.me/,info@perfumeoasis.me,,,KW,,onlineStore,shopify,perfumeoasis,https://facebook.com/perfumeoasisme,80,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"BHM Store",https://bhmstore.com/,info@bhmstore.com,+97142248272,971553522592,KW,,onlineStore,shopify,bhmstore,https://facebook.com/bhmstore,85,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Flyaway Travel",https://flyawaykw.com/en/home/,info@flyawaykw.com,+96522288181,,KW,,"onlineStore, inStore",woocommerce,,,80,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Off Road Performance (ORP)",https://orp.com.kw/,info@orp.com.kw,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"ALNOOR Auto Parts",https://alnoor-online.com/,info@alnoor-online.com,966562856379,966562856379,KW,,onlineStore,,alnoorparts,,75,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Gopeta Online store",https://gopeta.com/,info@gopeta.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"jumbo promotion",https://www.jumbokw.com/,info@jumbokw.com,66306844,,KW,,"onlineStore, inStore",,jumbokwt,,75,new,warm,completed,tabby,"2026-06-20 23:16:49",,
Geepas,https://uae.geepas.com/,info@uae.geepas.com,+97148163042,971501423868,KW,,onlineStore,shopify,geepas_official,https://facebook.com/GeepasOfficial,85,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"A2Z megastore",https://a2zmegastore.com/en,info@a2zmegastore.com,+96566963646,96566963646,KW,,"onlineStore, inStore",,a2zmegastore.kw,https://facebook.com/a2zmegastore.kw,75,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"Uniq Gold",https://uniqgold.ae,info@uniqgold.ae,,971501844450,KW,,"onlineStore, inStore",woocommerce,uniqgold.ae,,85,new,warm,completed,tabby,"2026-06-20 23:16:49",,
"THE FACE SHOP",https://thefaceshop.com.kw/,info@thefaceshop.com.kw,+96596955259,96596955259,KW,,onlineStore,shopify,thefaceshop.kw,,85,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"Nouf Alsudairi Abaya",https://alsudairinouf.com/,info@alsudairinouf.com,966508737451,,KW,,onlineStore,shopify,alsudairinouf,,85,new,warm,completed,tabby,"2026-06-20 23:16:50",,
Reefi,https://reefi.me/,info@reefi.me,,966539912222,KW,,onlineStore,,reefi.me,https://facebook.com/reefi.me,75,new,warm,completed,tabby,"2026-06-20 23:16:50",,
Balenciaga,https://www.balenciaga.com/en-ae,info@balenciaga.com,+442033186032,,KW,,inStore,,Balenciaga,https://facebook.com/Balenciaga,75,new,warm,completed,tabby,"2026-06-20 23:16:50",,
BOOOKERS.co,http://reach.link/BOOOKERS,info@reach.link,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"Eiffel Travel",https://eiffeltravel.com/,info@eiffeltravel.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"Hamad Abdulla AlEssa & Sons Co,",https://www.alessa.com.kw/,info@alessa.com.kw,,,KW,,"onlineStore, inStore",shopify,livtek_kw,,80,new,warm,completed,tabby,"2026-06-20 23:16:50",,
Comicave,https://store.comicave.com/,info@store.comicave.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"Tous Les Jours",https://tous-les-jours.net/,info@tous-les-jours.net,966536945355,966536945355,KW,,onlineStore,,tlj_perfumes,https://facebook.com/tljperfumes,75,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"It's Luxury",https://itsluxury.com/kw_en,info@itsluxury.com,1881188,96596032263,KW,,"onlineStore, inStore",magento,trafalgarluxurygroup,https://facebook.com/trafalgarluxurygroup,85,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"velvet abaya",https://velvetabaya.co,info@velvetabaya.co,0096599244440,96599244440,KW,,"onlineStore, inStore",woocommerce,velvetabaya,,85,new,warm,completed,tabby,"2026-06-20 23:16:50",,
UGR,https://www.ugrgroup.com/,info@ugrgroup.com,,,KW,,"onlineStore, inStore",woocommerce,,,75,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"kube bond",https://www.kubebondkw.com/ar,info@kubebondkw.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"nfza lak",https://nfzalak.com/,info@nfzalak.com,966590965854,,KW,,onlineStore,,nfz3_lk,,75,new,warm,completed,tabby,"2026-06-20 23:16:50",,
"MENAHEL ALTHUNAYAN GEN TRD IN FOODSTUFFS CO WLL",https://www.althenayanhoney.com.kw/,info@althenayanhoney.com.kw,+9651855888,,KW,,"onlineStore, inStore",shopify,althenayan_wafra_farm_honey,https://facebook.com/share/MWouWbaYPoohay3y,85,new,warm,completed,tabby,"2026-06-20 23:16:50",,
Dabdoob,https://dabdoob.com/en/,info@dabdoob.com,,,KW,,onlineStore,,dabdoobapp,https://facebook.com/Dabdoobapp,70,new,warm,completed,tabby,"2026-06-20 23:16:50",,
GARMIN,https://garminkw.com/,info@garminkw.com,+9651822288,,KW,,onlineStore,woocommerce,garmin_kw,https://facebook.com/garminkw,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
BasharaCare,https://www.basharacare.com/en_kw,info@basharacare.com,+96522270154,,KW,,onlineStore,magento,basharacare,https://facebook.com/BasharaCare,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"The Techno Tribe",https://www.thetechnotribe.com,info@thetechnotribe.com,+971523860604,,KW,,"onlineStore, inStore",woocommerce,,https://facebook.com/technotribeuae,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
loot,https://loot.com.kw,info@loot.com.kw,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Farah Home",https://farah-home.com/,info@farah-home.com,+96567744396,96567744396,KW,,"onlineStore, inStore",shopify,shop.farahome,,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Uniq Bags",https://uniqbags.net,info@uniqbags.net,,,KW,,onlineStore,woocommerce,,,75,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Dropkicks,https://en-kw.dropkicks.com/,info@en-kw.dropkicks.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Tmwenat,https://apps.apple.com/app/id6479165814,info@apps.apple.com,,,KW,,onlineStore,,appstore,https://facebook.com/appstore,70,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Bikes For All",https://bikesforall-ksa.com/,info@bikesforall-ksa.com,,,KW,,onlineStore,,bikesforallksa,https://facebook.com/Bikesforallsa,70,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Pharma Medica Group",http://www.pharmamedicagroup.com/,info@pharmamedicagroup.com,,,KW,,onlineStore,,,,65,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Chic,https://www.chic.ae/?currency=kwd,info@chic.ae,+971522869341,,KW,,"onlineStore, inStore",,chicshoesuae,https://facebook.com/ChicShoesUAE,75,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Jumnah,https://www.jumnah.com,info@jumnah.com,,,KW,,onlineStore,,,https://facebook.com/share/1FtSnq2rVU,70,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Samma3a,https://www.samma3a.com/,info@samma3a.com,+971553852900,,KW,,onlineStore,magento,samma3a,https://facebook.com/samma3afans,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Burhani Car Accessories",https://burhanicaracc.com/,info@burhanicaracc.com,+96566007502,66007502,KW,,"onlineStore, inStore",shopify,autoemporiokw,https://facebook.com/autoemporiokw,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Batarity,https://batarity.com/,info@batarity.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Etika Jewels",https://etikajewels.com,info@etikajewels.com,,971585411333,KW,,"onlineStore, inStore",woocommerce,etika_jewels,https://facebook.com/etika.jewels,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Coffee Tools",https://coffeetoolskw.com/,info@coffeetoolskw.com,,,KW,,onlineStore,shopify,coffeetools_kw,,80,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Amal Al Kuwait",https://amalalkuwait.com/,info@amalalkuwait.com,,,KW,,"onlineStore, inStore",shopify,amalalkuwait,https://facebook.com/profile.php,80,new,warm,completed,tabby,"2026-06-20 23:16:51",,
Ma7lcom,https://ma7lcom.com/,info@ma7lcom.com,966558189381,,KW,,onlineStore,,Ma7lcom,https://facebook.com/people,75,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"farza optical",https://farzaoptical.com/,info@farzaoptical.com,,,KW,,onlineStore,,farza_optical,https://facebook.com/farzaopticals,70,new,warm,completed,tabby,"2026-06-20 23:16:51",,
COFE,https://www.cofeapp.com,info@cofeapp.com,,,KW,,onlineStore,woocommerce,getcofe,https://facebook.com/getcofe,80,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Automax Tools",https://www.automaxtools.me/,info@automaxtools.me,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:51",,
IncrediDeals,https://incredideals.ae,info@incredideals.ae,+971503463250,,KW,,onlineStore,shopify,incredideals,,85,new,warm,completed,tabby,"2026-06-20 23:16:51",,
"Balikbayan Store",http://www.balikbayanstore.com,info@balikbayanstore.com,,,KW,,"onlineStore, inStore",,,,65,new,warm,completed,tabby,"2026-06-20 23:16:51",,
